"","x"
"454","Winner picked! RT : We picked a winner for the giveaway!! Stay tuned! Winner announced tomorrow!!"
"455","aw, but that takes the fun out of it."
"456","Talking to a friend that I haven't talked to in a long time(: I've missed her in my life! #TrueFriends<3"
"457","i really want to hurry up and get to my 4,000 tweet already sheesh!"
"458","hey gota tell you about the weekend. BTW got a court order for a judge to sign. Back on a plane again in a day."
"459","Inspiring words Nikki :) you do a great job keeping your word with your fans...I love that about you among other things <3"
"460","Oh Well! Congrats on being really close to finishing!"
"461","hey ron! my friend introduced me to your music and i've been listening non stop for the last few days! amazing!"
"462","im jk about that last tweet"
"463","co-founder in #NJ spks abt #20kdialogues which engaged in earlier this yr w/"
"464","On my solo shit keeping my circle small she right in my grill"
"465","I've never seen so many conflicting polls in all my life re Obama v Romney for Prez .Obama leads, others ridiculously say women favor Romney"
"466","I miss you Twitter :)"
"467","Those rules are so outdated!"
"468","I can finally eat again!"
"469","UM Kloé Kardashian on the cover of Cosmo..... YUM"
"470","love that necklace!"
"471","I've heard that way of talking B4. I don't understand it.You'll make more $ & support urself therefore don't need stamps."
"472","Thanks!!!!! “: yayyy she's back!! You did a beautiful job today BTW”"
"473","XTR pedals. Excellent platform and super smooth entry and release."
"474","The opening riffs on 'Harvester of Sorrow' are that piff. Metallica is that piff."
"475","going to school singing say somethin'"
"476","RT if you #BELIEVE in your fans.<3 42"
"477","Spoelstra is a good coach...but if pat riley was coachin we wouldnt loose games like these"
"478","go kobe go!"
"479","CPS is on spring break this week, which means lots of free on-street parking! Woo hoo! Great time to come down and see The Big Shake!"
"480","aww love that."
"481","Slugs have four noses."
"482","Ive been thinking to much"
"483","Ahuntsic crash may be racing related"
"484","Mo money means mo dough to blow"
"485","Lol, I'm referring to females"
"486","oh you're so lucky! I live near McDonald's rally's and skyline :) x"
"487","The Cavalier Daily: Cut and Paste Jobs"
"488","If you're in Chicago and get picked up by the cops, be it NATO or whatever, DM me."
"489","If you message me on twitter and aren't following me, I can't reply to you. So follow me!!"
"490","I save everything for the last minute..but that's the only way I'll get things done..."
"491","RT ""Hamels is not the first elderly man who has hit on me"" -Bryce Harper"
"492","GROCERIES for JUICING: Kale Romaine Lemons Pineapple Apples Ginger Celery Cucumber Parsley Cilantro"
"493","“: shut up and go take some pictures, camera boy!”<<Little Kanye hates Cameras! Lol"
"494","SMILE, HON, YOU'RE IN BALTIMORE! No. 13 Release Party - 12/3/10 @ 7 pm @ Atomic Books, Baltimore. Free. Featuring author readings."
"495","duh, everybody knows.. but I was really talking about (:"
"496","why are WI women worth less in workplace than men? Now that you've repealed the Equal Pay Enforcement Act we have no recourse."
"497","Don't know if I can wait until 4:20..."
"498","Don't fight Don't hide Those stars in your eyes Let 'em shine tonight Let 'em shine tonight"
"499","""Remember the past"""
"500","RT : how did you come up with your rapper name?? >>Christ showed me who I am as his follower, a True Disciple of God"
"501","hey! remember me??? Im that cray girl who wants a follow from you :DD LOL please ;( :D :( what to do CRY OR SMILE ?!?!?"
"502","My mom is yelling at the tv lmfao *priceless*"
"503","Thanks for helping spread the word! RT Yay RT: Great news: Ford Foundation is funding Half the Sky game on Facebook!"
"504","If you even slightly understood everything that happened last night."
"505","For when the wine is in, the wit is out. Thomas Becon (1512–1567) Catechism, 375"
"506","funny the Germans I meet in Israel (Chaifa/Carmel) are busy doing business with Israelis. Never mentioned anything about ..."
"507","50% chance of achieving your goals if you write them down. Developing an action plan on the goals means you will probably achieve them."
"508","Love this : “If your only goal is to become rich, you will never achieve it.” John D Rockefeller."
"509","The new video is even better! Thanks for the love RT yeah, tweeted it out a few days ago, good stuff"
"510","You are going to let a little snow keep you from your Friday night out are you? Come get warm and toasty with us!"
"511","Why is Maroon 5 so good?"
"512","USA is easily handling Finland surprising its so easy after their problems w Kazikstan the other day. GO USA!"
"513","enjoyed our 1st visit to I look forward to returning."
"514","I'm so blessed."
"515","i hardly do anything on holidays now"
"516","Thank you, radio, for that live cut of Badlands."
"517","I should have never gotten out of bed this morning"
"518","appreciate it sir"
"519","Taking a day trip to to see Hairspray and"
"520","At the bowling alley. Holla!"
"521","hi! I'm great, thnx for asking! How are u lovie? Love ur flawless icon btw, xoxoxo💗"
"522","Paulina Porizkova - Photos | Images Wide Art"
"523","lmfao yeah okay."
"524","Wtf how is this even possible? RT : More African American males work for AT&T from prison than from actual offices."
"525","I was spotted on house of payne last night how freakin cool!!!! <3"
"526","eek, not my childhood mall!"
"527","I think you misspelled Santa ;) lol"
"528","Hit 'Em Up - Tupac ft. Outlawz #nowplaying BEST RAP SONG OF ALL-TIME !!!"
"529","The first duty of man is to conquer fear; he must get rid of it, he cannot act till then. -Thomas Carlyle"
"530","#itsabaddaywhen u have work for 8hrs and u forgot ur phone at home"
"531","when the internet is slow <<<"
"532","#FollowFriday They all rock!"
"533","I already am boo"
"534","yes! instant party right!? ""fuck this test"" says the college students ""lets get fucked up"""
"535","They lovin the crew"
"536","will you please follow me please please please.. I LOVE YOU <3"
"537","My mama always used to tell me: 'If you can't find somethin' to live for, you best find somethin' to die for.”"
"538","Happy NEW YEAR !!!"
"539","Quote of the Day Laughter is the shock absorber that eases the blows of life......."
"540","Kirsten Dunst&#39;s Sexy Side Ponytail"
"541","hahaha! sounds like the title of a young adult novel."
"542","Cheesecake factory!!!"
"543","“: Fuck it calling in sick to spend the day with her:-)” Awww! That's wassup!"
"544","Don't forget he's lowering the flag at half mast for Whitney's funeral.....he's an ass"
"545","OMG, I'm being followed by Roland Hedley. Why?? Did somebody forget to redact my name from the ""torture"" memos?"
"546","thought you disappeared"
"547","What a gorgeous day! Friday 70s!!!"
"548","that's a lot of green!!!"
"549","naw im still mad at her for talking shit on fb"
"550","West Palm Beach: This Sat @ Swamp Grass Willy's ALL AGES show with Johnny Cakes and The Four Horsemen of The Apocalypso plus the Jellyfish"
"551","You're the only one who can make the difference. Whatever your dream is, go for it. -Earvin Magic Johnson"
"552","Good riddance to SOPA..."
"553","Realized today that I didn't know where my cell phone was, ordered a new one shipped to NOLA. Still a dumb phone, and I'm smarter than it!"
"554","ACRL Futures Thinking & why i'm here: because I want to know if l'll still have a job in 20 years."
"555","interesting information"
"556","hm true true"
"557","I succumbed to peer pressure again. twists arms well. ;-)"
"558","OMFG ITS FREAKING HOT IN THIS HOUSE!!!!!!!!"
"559","& , we'd love to have you! Next week we're having an olive oil tasting from 6:30-8 before the wine tasting! Join us?"
"560","has officially mastered Twitter....as of just now..."
"561","The Avengers in 3D!"
"562","“: #CelticsNationStandUp” YEP YEP"
"563","A ONESIE DOES NOT MEAN K-8!!!"
"564","RT : Once someone is identified as a rep of athletics interests (Booster), they retain that identity forever."
"565","Happy Mothers day to all of the wonderful moms out there"
"566","Jeff drop his shit yet !?"
"567","We Buy Ugly Houses Announces Buying a Home Without Selling is Risky Homeowners that fail to move their first home prior to purchasing ano"
"568","Function first!"
"569","Mother's Day crawfish boil this Sunday."
"570","just realized it was friday. :o"
"571","Join us for the Women's Faculty Council CME event today at noon and MCW Faculty Council Meeting this afternoon at 4 pm both events in H1210."
"572","Tea Break!!!"
"573","yeah, well thats if were thinking about the same thing! but, i'm pretty sure we are. haha :)"
"574","RT : Spring and fall are my favorite seasons - I like times of transition. || Wholly agree."
"575","hate is a powerful word."
"576","I've got Hot Sauce Committee Pt. 2 on right now."
"577","I love my group of friends!!!"
"578","eat something why are you waiting lol"
"579","#BadFirstDateQuestions Uhh, could you order something off the kids menu? I'm a little short."
"580","that lady that wrote you on facebook ""jennifer santiago"" is jennifer"
"581","lol sounds like a plan when I get back to Cali"
"582","Seriously is such an inspiration for me. I cannot wait for her EP"
"583","haha I'm sure they will be marked down to like $5 in no time. Let's buy Odom jerseys, listen to Alanis, and have an irony party!"
"584","Is it still buy one get one tat today?"
"585","an INCH !!! hahaha makes a whole lot of difference hahah"
"586","C'mon, January 17th....hurry up."
"587","Having a child has destroyed my fantasy soccer team."
"588","Gotta love the NY court system"
"589","Last rehearsal before we head to Atlanta with the tomorrow! /te"
"590","Loved reading the #summertimehack essay by Kate Pruittin newspaper. Good job everyone, you can feel the love you put in it."
"591","what? He's hot and yeah I take self defense classes lol no jk I'm a natural badass"
